StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,code,gameplay,groupsize,experience,roundnum,playagain,complexity,enjoy,speed,effort,anxious,stressed,compsuccess,difficulty,aesthetics,aestheticscare,enjoymost,theme,win
2022-09-30 16:18:44,2022-09-30 16:26:07,IP Address,134.173.192.69,100,442,True,2022-09-30 16:26:07,R_pskaPR3WBr1EvCx,,,,,34.1091,-117.7126,anonymous,EN,2001,Yes,4,No,5,Extremely unlikely,Slightly above average,Disliked a great deal,Strongly disagree,Somewhat agree,Agree,Agree,Slightly below average,Slightly difficult,Good,Moderately important,fellowship,Disliked a little,Yes
2022-09-30 16:23:53,2022-09-30 16:26:46,IP Address,166.196.75.20,100,172,True,2022-09-30 16:26:46,R_pH5r94ceJyOyaSR,,,,,34.032,-118.2442,anonymous,EN,2004,Yes,4,No,5,Moderately unlikely,Moderately above average,Disliked a little,Disagree,Agree,Agree,Agree,Slightly below average,Moderately difficult,Average,Slightly important,fellowship,Liked a little,No
2022-09-30 16:18:48,2022-09-30 16:27:19,IP Address,134.173.192.68,100,511,True,2022-09-30 16:27:19,R_11YLTHzJxtaMht8,,,,,34.1091,-117.7126,anonymous,EN,2003,Yes,4,No,5,Extremely unlikely,Moderately above average,Disliked a little,Strongly disagree,Agree,Somewhat agree,Agree,Slightly below average,Slightly difficult,Poor,Very important,fellowship,Disliked a moderate amount,No
2022-10-05 16:04:25,2022-10-05 16:16:58,IP Address,134.173.248.16,100,753,True,2022-10-05 16:16:59,R_9n52xbYuu0h4Zxv,,,,,34.1091,-117.7126,anonymous,EN,1801,Yes,4,No,5,Moderately likely,Far below average,Liked a moderate amount,Disagree,Agree,Strongly disagree,Disagree,Slightly above average,Extremely easy,Good,Very important,fellowship,Liked a great deal,Yes
2022-10-05 18:50:46,2022-10-05 18:52:43,IP Address,134.173.92.6,100,117,True,2022-10-05 18:52:43,R_WesTux5WicjFYaZ,,,,,34.1091,-117.7126,anonymous,EN,1802,Yes,4,No,5,Moderately unlikely,Slightly below average,Liked a little,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Slightly below average,Extremely easy,Average,Moderately important,fellowship,Liked a little,No
2022-10-05 21:24:10,2022-10-05 21:26:02,IP Address,108.185.59.102,100,112,True,2022-10-05 21:26:03,R_xaZInA9kSGhyHPX,,,,,34.0528,-117.6648,anonymous,EN,1803,Yes,5,No,5,Moderately likely,Moderately below average,Liked a moderate amount,Agree,Agree,Strongly disagree,Strongly disagree,Far above average,Extremely easy,Good,Very important,competition,Liked a moderate amount,Yes
2022-10-06 10:33:02,2022-10-06 10:35:35,IP Address,157.242.208.44,100,152,True,2022-10-06 10:35:36,R_2dBkEmMwrx7aRUZ,,,,,33.956,-118.3887,anonymous,EN,1804,Yes,4,No,5,Moderately likely,Slightly below average,Liked a great deal,Somewhat agree,Agree,Somewhat agree,Agree,Moderately above average,Slightly easy,Excellent,Moderately important,fellowship,Liked a great deal,Yes
2022-09-30 16:18:21,2022-09-30 16:18:36,IP Address,134.173.192.69,15,14,False,2022-10-07 16:18:37,R_2cebPHvFd4qhmxK,,,,,,,anonymous,EN,2001,Yes,,,,,,,,,,,,,,,,,
2022-10-28 20:06:50,2022-10-28 20:09:21,IP Address,134.173.192.64,100,150,True,2022-10-28 20:09:21,R_3oZSJ0IB7IOwuJu,,,,,34.1091,-117.7126,anonymous,EN,1904,Yes,5,No,4,Slightly likely,Moderately above average,Liked a little,Disagree,Strongly agree,Agree,Agree,Moderately below average,Moderately difficult,Good,Moderately important,challenge,Liked a little,No
2022-10-28 20:06:14,2022-10-28 20:10:07,IP Address,134.173.192.69,100,232,True,2022-10-28 20:10:07,R_3KMVnDnowyyimUZ,,,,,34.1091,-117.7126,anonymous,EN,1902,Yes,4,No,4,Moderately likely,Slightly above average,Liked a moderate amount,Disagree,Somewhat agree,Disagree,Disagree,Slightly above average,Moderately easy,Average,Slightly important,discovery,Disliked a little,No
2022-10-28 20:06:00,2022-10-28 20:10:12,IP Address,134.173.248.6,100,252,True,2022-10-28 20:10:12,R_1jqr1n3l8OLHNAF,,,,,34.1091,-117.7126,anonymous,EN,1903,Yes,5,No,1,Moderately unlikely,Moderately above average,Liked a great deal,Strongly disagree,Strongly agree,Somewhat agree,Agree,Slightly below average,Moderately difficult,Good,Moderately important,challenge,Liked a moderate amount,No
2022-10-28 20:07:16,2022-10-28 20:10:17,IP Address,134.173.192.69,100,180,True,2022-10-28 20:10:17,R_6RU460tLD3PMLpD,,,,,34.1091,-117.7126,anonymous,EN,1905,Yes,5,No,1,Slightly unlikely,Slightly above average,Liked a little,Strongly disagree,Agree,Somewhat agree,Somewhat agree,Slightly below average,Slightly difficult,Average,Moderately important,competition,Disliked a little,Yes
2022-10-28 20:07:06,2022-10-28 20:12:44,IP Address,134.173.192.69,100,338,True,2022-10-28 20:12:45,R_PXSdfRyDCxGkt4R,,,,,34.1091,-117.7126,anonymous,EN,1901,Yes,5,No,1,Moderately likely,Far above average,Liked a great deal,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Moderately below average,Slightly difficult,Good,Moderately important,challenge,Liked a moderate amount,No
2022-11-02 17:09:38,2022-11-02 17:11:26,IP Address,134.173.92.8,100,107,True,2022-11-02 17:11:26,R_2V4uRGNOEU6axVA,,,,,34.1091,-117.7126,anonymous,EN,1402,Yes,5,No,4,Moderately unlikely,Moderately above average,Liked a little,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Slightly above average,Slightly difficult,Average,Moderately important,discovery,Disliked a moderate amount,No
2022-11-02 17:08:32,2022-11-02 17:11:57,IP Address,172.58.27.98,100,205,True,2022-11-02 17:11:57,R_3luGyM0FXsiTZC4,,,,,34.0544,-118.244,anonymous,EN,1404,Yes,5,No,4,Slightly likely,Slightly below average,Liked a moderate amount,Strongly disagree,Agree,Agree,Somewhat agree,Slightly below average,Slightly difficult,Good,Moderately important,challenge,Liked a little,No
2022-11-02 17:08:22,2022-11-02 17:12:25,IP Address,134.173.248.6,100,242,True,2022-11-02 17:12:25,R_2wcpceVcKQeCLlR,,,,,34.1091,-117.7126,anonymous,EN,1403,Yes,5,No,4,Extremely unlikely,Moderately above average,Disliked a great deal,Strongly disagree,Agree,Strongly agree,Strongly agree,Moderately below average,Moderately difficult,Excellent,Moderately important,challenge,Disliked a great deal,No
2022-11-02 17:08:07,2022-11-02 17:13:07,IP Address,134.173.248.6,100,299,True,2022-11-02 17:13:07,R_1rig9x8ONv0wXKd,,,,,34.1091,-117.7126,anonymous,EN,1405,Yes,5,No,4,Slightly unlikely,Slightly above average,Liked a little,Strongly disagree,Disagree,Disagree,Somewhat disagree,Moderately above average,Moderately easy,Poor,Moderately important,fellowship,Disliked a moderate amount,Yes
2022-11-02 17:09:46,2022-11-02 17:13:32,IP Address,134.173.248.6,100,225,True,2022-11-02 17:13:32,R_9oX7AqOA7nYOmcN,,,,,34.1091,-117.7126,anonymous,EN,1401,Yes,5,No,4,Moderately likely,Slightly above average,Liked a little,Disagree,Agree,Disagree,Disagree,Slightly above average,Moderately easy,Good,Very important,fellowship,Liked a little,Yes
2022-11-10 01:00:12,2022-11-10 01:03:24,IP Address,134.173.248.4,100,191,True,2022-11-10 01:03:24,R_RDeO0sbTcIR2IDv,,,,,34.1091,-117.7126,anonymous,EN,1101,Yes,4,No,8,Moderately likely,Slightly above average,Liked a great deal,Disagree,Agree,Somewhat disagree,Disagree,Slightly below average,Slightly easy,Good,Moderately important,competition,Liked a little,Yes
2022-11-10 01:02:21,2022-11-10 01:04:05,IP Address,134.173.192.68,100,103,True,2022-11-10 01:04:05,R_dbU2HUoifbiIW1X,,,,,34.1091,-117.7126,anonymous,EN,1104,Yes,4,No,8,Moderately likely,Moderately above average,Liked a great deal,Disagree,Agree,Strongly disagree,Disagree,Slightly above average,Slightly difficult,Good,Moderately important,competition,Liked a moderate amount,Yes
2022-11-10 01:00:16,2022-11-10 01:04:32,IP Address,134.173.248.6,100,255,True,2022-11-10 01:04:32,R_1Le47mSpwPBSw5V,,,,,34.1091,-117.7126,anonymous,EN,1103,Yes,8,No,8,Extremely likely,Slightly above average,Liked a great deal,Disagree,Agree,Somewhat agree,Somewhat disagree,Slightly above average,Slightly easy,Good,Very important,competition,Liked a little,Yes
2022-11-10 01:00:12,2022-11-10 01:04:45,IP Address,134.173.248.16,100,273,True,2022-11-10 01:04:46,R_3eb2N7XhHxCSwXt,,,,,34.1091,-117.7126,anonymous,EN,1102,Yes,4,No,8,Moderately likely,Slightly above average,Liked a great deal,Disagree,Somewhat agree,Strongly disagree,Disagree,Slightly below average,Slightly easy,Good,Slightly important,fellowship,Liked a moderate amount,Yes
2022-11-10 12:46:22,2022-11-10 12:47:57,IP Address,134.173.192.70,100,95,True,2022-11-10 12:47:58,R_1lz38E9CN4hOn22,,,,,34.1091,-117.7126,anonymous,EN,1201,Yes,4,No,3,Moderately unlikely,Slightly above average,Disliked a little,Disagree,Agree,Somewhat agree,Somewhat agree,Moderately below average,Slightly difficult,Poor,Moderately important,fellowship,Disliked a little,No
2022-11-10 12:46:08,2022-11-10 12:48:50,IP Address,134.173.192.68,100,161,True,2022-11-10 12:48:51,R_1LhR2scB7eYEbJx,,,,,34.1091,-117.7126,anonymous,EN,1203,Yes,4,Yes,3,Moderately likely,Moderately above average,Liked a moderate amount,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Far above average,Slightly easy,Good,Very important,fellowship,Liked a moderate amount,Yes
2022-11-10 12:46:31,2022-11-10 12:49:16,IP Address,134.173.192.69,100,164,True,2022-11-10 12:49:16,R_1FkPnkbIXv7NDls,,,,,34.1091,-117.7126,anonymous,EN,1202,Yes,4,No,3,Moderately unlikely,Slightly above average,Liked a little,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Slightly above average,Slightly easy,Average,Not at all important,discovery,Disliked a little,No
2022-11-10 12:48:57,2022-11-10 12:50:41,IP Address,134.173.192.68,100,104,True,2022-11-10 12:50:42,R_3WBFxRh3RvWmW7n,,,,,34.1091,-117.7126,anonymous,EN,1204,Yes,4,No,3,Slightly likely,Moderately above average,Liked a little,Somewhat disagree,Agree,Agree,Agree,Slightly above average,Slightly difficult,Good,Very important,fellowship,Liked a moderate amount,No
