StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,code,gameplay,groupsize,experience,roundnum,playagain,complexity,enjoy,speed,effort,anxious,stressed,compsuccess,difficulty,aesthetics,aestheticscare,enjoymost,theme,win
2022-09-20 21:27:51,2022-09-20 21:37:01,IP Address,134.173.192.68,100,550,True,2022-09-20 21:37:02,R_3I4sHvJrVjhfkOt,,,,,34.1091,-117.7126,anonymous,EN,1702,Yes,6,No,3,Slightly unlikely,Moderately below average,Liked a little,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Slightly above average,Slightly easy,Average,Very important,competition,Liked a little,No
2022-09-20 21:25:49,2022-09-20 21:47:05,IP Address,134.173.192.64,100,1275,True,2022-09-20 21:47:05,R_RkkzsinHFNjQaOd,,,,,34.1091,-117.7126,anonymous,EN,1703,Yes,6,No,3,Extremely likely,Far below average,Liked a great deal,Strongly agree,Agree,Somewhat disagree,Disagree,Far above average,Extremely easy,Good,Moderately important,competition,Liked a little,Yes
2022-09-21 09:14:07,2022-09-21 09:15:54,IP Address,134.173.192.69,100,107,True,2022-09-21 09:15:54,R_xaPpxUUyiUGrh3X,,,,,34.1091,-117.7126,anonymous,EN,1705,Yes,6,Yes,3,Extremely likely,Slightly below average,Liked a moderate amount,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Slightly above average,Extremely easy,Good,Slightly important,competition,Liked a moderate amount,No
2022-09-28 17:34:24,2022-09-28 17:36:15,IP Address,134.173.92.8,100,111,True,2022-09-28 17:36:15,R_3nAHyd5aKjXslA1,,,,,34.1091,-117.7126,anonymous,EN,1404,Yes,5,No,3,Moderately likely,Far below average,Liked a moderate amount,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Slightly above average,Slightly easy,Excellent,Moderately important,fellowship,Liked a moderate amount,Yes
2022-09-28 17:34:13,2022-09-28 17:36:27,IP Address,172.226.7.102,100,133,True,2022-09-28 17:36:27,R_1pGOReJRM3Hbu4K,,,,,34.0544,-118.2441,anonymous,EN,1401,Yes,5,No,4,Moderately unlikely,Far below average,Liked a moderate amount,Strongly disagree,Agree,Strongly agree,Strongly disagree,Far below average,Moderately difficult,Good,Very important,fellowship,Liked a little,No
2022-09-28 17:34:31,2022-09-28 17:36:53,IP Address,172.58.27.8,100,142,True,2022-09-28 17:36:53,R_yBKGBa6sVoFDHOx,,,,,34.0767,-118.1802,anonymous,EN,1403,Yes,5,No,3,Extremely likely,Slightly above average,Liked a great deal,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Moderately above average,Slightly difficult,Good,Moderately important,competition,Liked a little,No
2022-09-28 17:36:22,2022-09-28 17:38:34,IP Address,134.173.92.8,100,131,True,2022-09-28 17:38:34,R_1IHpg0hmKwsvJJY,,,,,34.1091,-117.7126,anonymous,EN,1402,Yes,5,No,3,Moderately likely,Slightly below average,Liked a moderate amount,Agree,Agree,Strongly disagree,Disagree,Moderately above average,Slightly easy,Good,Very important,fellowship,Liked a moderate amount,Yes
2022-09-28 17:34:41,2022-09-28 17:41:28,IP Address,134.173.248.6,100,407,True,2022-09-28 17:41:29,R_1M55BpeLXfxyYwD,,,,,34.1091,-117.7126,anonymous,EN,1405,Yes,5,No,3,Extremely likely,Moderately below average,Liked a great deal,Agree,Agree,Disagree,Strongly disagree,Slightly above average,Slightly easy,Excellent,Very important,fellowship,Liked a moderate amount,No
2022-10-04 22:50:48,2022-10-04 22:52:26,IP Address,134.173.248.16,100,97,True,2022-10-04 22:52:26,R_1i4mMOAS9FnJfek,,,,,34.1091,-117.7126,anonymous,EN,1104,Yes,4,No,1,Moderately unlikely,Moderately below average,Liked a moderate amount,Agree,Somewhat agree,Strongly disagree,Strongly disagree,Moderately below average,Moderately difficult,Average,Moderately important,fellowship,Liked a little,No
2022-10-04 22:51:06,2022-10-04 22:53:06,IP Address,134.173.248.6,100,119,True,2022-10-04 22:53:06,R_3PcsbmaiLPkzsNn,,,,,34.1091,-117.7126,anonymous,EN,1102,Yes,4,No,1,Extremely unlikely,Moderately below average,Liked a little,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Slightly above average,Slightly easy,Average,Moderately important,fellowship,Liked a little,No
2022-10-04 22:51:02,2022-10-04 22:53:55,IP Address,172.58.28.27,100,173,True,2022-10-04 22:53:56,R_4VeAHUWCAfi5NUl,,,,,34.0772,-117.4506,anonymous,EN,1103,Yes,4,No,1,Moderately unlikely,Moderately below average,Liked a great deal,Strongly agree,Somewhat agree,Agree,Agree,Slightly below average,Slightly easy,Average,Moderately important,discovery,Liked a little,No
2022-10-04 22:53:38,2022-10-04 22:58:10,IP Address,134.173.248.6,100,271,True,2022-10-04 22:58:10,R_8A2IEs6oN5CNThf,,,,,34.1091,-117.7126,anonymous,EN,1101,Yes,4,No,1,Slightly unlikely,Moderately below average,Liked a little,Strongly agree,Agree,Somewhat disagree,Somewhat agree,Slightly above average,Slightly difficult,Good,Slightly important,challenge,Liked a little,Yes
2022-10-11 23:37:57,2022-10-11 23:39:23,IP Address,134.173.248.4,100,86,True,2022-10-11 23:39:24,R_2zx0GVDIo1h8WJJ,,,,,34.1091,-117.7126,anonymous,EN,1303,Yes,5,No,1,Moderately unlikely,Slightly above average,Disliked a little,Strongly agree,Agree,Somewhat agree,Somewhat agree,Far below average,Slightly difficult,Average,Moderately important,competition,Disliked a little,No
2022-10-12 08:28:18,2022-10-12 09:02:13,IP Address,134.173.192.70,100,2034,True,2022-10-12 09:02:13,R_Pvvke27q0k58q6l,,,,,34.1091,-117.7126,anonymous,EN,1304,Yes,5,No,1,Moderately unlikely,Moderately below average,Liked a moderate amount,Strongly agree,Agree,Somewhat agree,Agree,Slightly above average,Slightly difficult,Poor,Slightly important,fellowship,Disliked a moderate amount,No
2022-10-12 14:56:46,2022-10-12 14:58:38,IP Address,134.173.192.69,100,111,True,2022-10-12 14:58:38,R_11jf2wjZU0IJJIA,,,,,34.1091,-117.7126,anonymous,EN,1305,Yes,5,No,1,Moderately likely,Slightly below average,Liked a moderate amount,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Far above average,Moderately easy,Average,Moderately important,fellowship,Disliked a little,Yes
2022-10-12 17:28:27,2022-10-12 17:37:22,IP Address,134.173.248.16,100,535,True,2022-10-12 17:37:22,R_2UeVV51G7vYq2eB,,,,,34.1091,-117.7126,anonymous,EN,1801,Yes,4,No,3,Slightly likely,Slightly below average,Liked a great deal,Strongly agree,Strongly agree,Agree,Somewhat disagree,Slightly above average,Moderately difficult,Average,Very important,competition,Disliked a little,No
2022-10-12 18:35:35,2022-10-12 18:37:23,IP Address,134.173.248.16,100,107,True,2022-10-12 18:37:23,R_3dQ9hNh7Wpje1Uc,,,,,34.1091,-117.7126,anonymous,EN,1802,Yes,4,No,3,Slightly likely,Moderately below average,Liked a moderate amount,Agree,Agree,Somewhat agree,Agree,Moderately above average,Slightly easy,Poor,Moderately important,fellowship,Disliked a little,Yes
2022-10-12 20:57:44,2022-10-12 21:00:08,IP Address,108.185.59.102,100,143,True,2022-10-12 21:00:08,R_3phGsOFq7ex1uyg,,,,,34.0528,-117.6648,anonymous,EN,1803,Yes,4,No,3,Moderately unlikely,Far below average,Liked a little,Strongly agree,Agree,Somewhat disagree,Somewhat agree,Slightly below average,Extremely easy,Average,Not at all important,competition,Liked a moderate amount,No
2022-10-12 20:58:03,2022-10-12 21:00:18,IP Address,157.242.208.54,100,135,True,2022-10-12 21:00:19,R_3h6kyDM1LEIoCX5,,,,,33.956,-118.3887,anonymous,EN,1804,Yes,4,No,3,Moderately likely,Slightly below average,Liked a little,Strongly agree,Somewhat agree,Agree,Agree,Slightly above average,Slightly easy,Average,Very important,fellowship,Liked a moderate amount,No
2022-10-27 16:34:56,2022-10-27 16:37:06,IP Address,134.173.192.69,100,130,True,2022-10-27 16:37:06,R_9Fgn3NT2xuVDg1H,,,,,34.1091,-117.7126,anonymous,EN,1301,Yes,4,No,1,Slightly likely,Far below average,Liked a little,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Slightly above average,Moderately easy,Average,Moderately important,competition,Liked a little,No
2022-11-09 19:04:15,2022-11-09 19:10:48,IP Address,134.173.248.6,100,393,True,2022-11-09 19:10:48,R_2QJRScD6XOXfz6V,,,,,34.1091,-117.7126,anonymous,EN,2002,Yes,4,No,2,Slightly unlikely,Moderately below average,Liked a moderate amount,Strongly agree,Somewhat disagree,Disagree,Disagree,Slightly above average,Extremely easy,Good,Moderately important,fellowship,Liked a moderate amount,Yes
2022-11-09 19:04:10,2022-11-09 19:11:01,IP Address,134.173.248.6,100,411,True,2022-11-09 19:11:02,R_e41Ja38ALB2gMBb,,,,,34.1091,-117.7126,anonymous,EN,2004,Yes,4,No,2,Slightly likely,Moderately below average,Liked a little,Agree,Somewhat disagree,Disagree,Somewhat disagree,Moderately above average,Slightly easy,Good,Very important,competition,Liked a little,Yes
2022-11-09 19:04:09,2022-11-09 19:11:56,IP Address,134.173.192.69,100,467,True,2022-11-09 19:11:56,R_31Nkn4xfKuKHYJO,,,,,34.1091,-117.7126,anonymous,EN,2001,Yes,4,No,2,Slightly likely,Far below average,Liked a moderate amount,Strongly agree,Somewhat disagree,Somewhat agree,Agree,Slightly below average,Moderately easy,Excellent,Very important,fellowship,Liked a moderate amount,No
2022-11-09 19:06:57,2022-11-09 19:12:48,IP Address,134.173.248.6,100,351,True,2022-11-09 19:12:49,R_29hlh905PaW4j7w,,,,,34.1091,-117.7126,anonymous,EN,2003,Yes,4,No,2,Moderately unlikely,Moderately below average,Liked a moderate amount,Strongly agree,Somewhat agree,Somewhat agree,Agree,Slightly below average,Slightly easy,Good,Moderately important,fellowship,Liked a little,No
2022-11-12 12:44:14,2022-11-12 12:46:54,IP Address,134.173.92.8,100,160,True,2022-11-12 12:46:55,R_3qscJEUJj0lT08g,,,,,34.1091,-117.7126,anonymous,EN,1002,Yes,4,No,1,Moderately unlikely,Moderately below average,Liked a little,Strongly agree,Somewhat agree,Disagree,Somewhat disagree,Slightly above average,Slightly easy,Good,Moderately important,fellowship,Liked a little,No
2022-11-13 20:44:22,2022-11-13 20:46:13,IP Address,134.173.248.16,100,110,True,2022-11-13 20:46:13,R_V24XUAn7DCyq2rv,,,,,34.1091,-117.7126,anonymous,EN,1003,Yes,4,No,1,Extremely unlikely,Far below average,Disliked a great deal,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Moderately above average,Moderately difficult,Good,Moderately important,fellowship,Disliked a great deal,Yes
2022-11-13 22:34:18,2022-11-13 22:36:21,IP Address,134.173.192.68,100,123,True,2022-11-13 22:36:22,R_2fpvKri4kbMKF84,,,,,34.1091,-117.7126,anonymous,EN,1302,Yes,6,No,1,Moderately unlikely,Far below average,Liked a little,Strongly agree,Somewhat disagree,Agree,Agree,Slightly above average,Moderately easy,Average,Moderately important,fellowship,Liked a little,No
